"","SURVEY","YEAR","SPECIES_CODE","REGULATORY_AREA_NAME","LENGTH","MALES","FEMALES","UNSEXED","TOTAL"
"339","AI",1980,21740,"ALEUTIANS",680,0,10150,0,10150
"340","AI",1986,21740,"ALEUTIANS",240,90552,92151,0,182703
"341","AI",1986,21740,"ALEUTIANS",250,692850,203254,0,896104
"342","AI",1986,21740,"ALEUTIANS",260,874279,718939,0,1593218
"343","AI",1986,21740,"ALEUTIANS",270,1579123,1454778,0,3033901
"344","AI",1986,21740,"ALEUTIANS",280,3011474,2589823,0,5601296
"345","AI",1986,21740,"ALEUTIANS",290,3320571,3440282,0,6760853
"346","AI",1986,21740,"ALEUTIANS",310,2028384,1774997,0,3803381
"347","AI",1986,21740,"ALEUTIANS",320,13029233,1090233,0,14119466
"348","AI",1986,21740,"ALEUTIANS",330,17845531,6083197,0,23928727
"349","AI",1986,21740,"ALEUTIANS",340,20363158,20365636,0,40728795
"350","AI",1986,21740,"ALEUTIANS",350,24405162,16803056,0,41208218
"351","AI",1986,21740,"ALEUTIANS",360,24281990,20620085,0,44902075
"352","AI",1986,21740,"ALEUTIANS",370,18021836,20587415,0,38609250
"353","AI",1986,21740,"ALEUTIANS",380,17090948,17918253,0,35009201
"354","AI",1986,21740,"ALEUTIANS",390,14313147,14560679,0,28873826
"355","AI",1986,21740,"ALEUTIANS",410,9852113,8965018,0,18817131
"356","AI",1986,21740,"ALEUTIANS",420,10836079,10056557,0,20892636
"357","AI",1986,21740,"ALEUTIANS",430,9681834,9465584,0,19147418
"358","AI",1986,21740,"ALEUTIANS",440,12263895,9798241,0,22062136
"359","AI",1986,21740,"ALEUTIANS",450,11291398,10641537,0,21932934
"360","AI",1986,21740,"ALEUTIANS",460,11352147,13160713,0,24512860
"361","AI",1986,21740,"ALEUTIANS",470,13678368,12134402,0,25812770
"362","AI",1986,21740,"ALEUTIANS",480,16591857,16657988,0,33249846
"363","AI",1986,21740,"ALEUTIANS",490,7903969,19989761,0,27893729
"364","AI",1986,21740,"ALEUTIANS",510,5939479,18738368,0,24677847
"365","AI",1986,21740,"ALEUTIANS",520,3581411,18985905,0,22567316
"366","AI",1986,21740,"ALEUTIANS",530,4029515,15589348,0,19618863
"367","AI",1986,21740,"ALEUTIANS",540,3433560,12342722,0,15776282
"368","AI",1986,21740,"ALEUTIANS",550,2174632,10918415,0,13093047
"369","AI",1986,21740,"ALEUTIANS",560,1052589,6692707,0,7745296
"370","AI",1986,21740,"ALEUTIANS",570,463407,3656422,0,4119829
"371","AI",1986,21740,"ALEUTIANS",580,563693,3978569,0,4542262
"372","AI",1986,21740,"ALEUTIANS",590,282521,2463189,0,2745710
"373","AI",1986,21740,"ALEUTIANS",610,579284,1293004,0,1872288
"374","AI",1986,21740,"ALEUTIANS",620,0,340023,0,340023
"375","AI",1986,21740,"ALEUTIANS",630,39059,386253,0,425312
"376","AI",1986,21740,"ALEUTIANS",640,8296,204533,0,212829
"377","AI",1986,21740,"ALEUTIANS",650,534050,52226,0,586275
"378","AI",1986,21740,"ALEUTIANS",660,0,104364,0,104364
"379","AI",1986,21740,"ALEUTIANS",670,0,87935,0,87935
"380","AI",1986,21740,"ALEUTIANS",680,1053,60711,0,61764
"381","AI",1986,21740,"ALEUTIANS",690,0,6747,0,6747
"382","AI",1986,21740,"ALEUTIANS",710,0,10023,0,10023
"383","AI",1986,21740,"ALEUTIANS",730,0,3374,0,3374
"384","AI",1986,21740,"ALEUTIANS",740,0,6649,0,6649
"385","AI",1986,21740,"ALEUTIANS",750,0,3374,0,3374
"386","AI",1991,21740,"ALEUTIANS",600,73207,1172476,0,1245683
"387","AI",1991,21740,"ALEUTIANS",700,0,49795,0,49795
"388","AI",1991,21740,"ALEUTIANS",140,0,0,12910,12910
"389","AI",1991,21740,"ALEUTIANS",150,5066,0,25819,30885
"390","AI",1991,21740,"ALEUTIANS",160,7896,20857,90962,119715
"391","AI",1991,21740,"ALEUTIANS",170,31104,28567,416182,475853
"392","AI",1991,21740,"ALEUTIANS",180,83614,75175,852898,1011687
"393","AI",1991,21740,"ALEUTIANS",190,150274,189178,619321,958773
"394","AI",1991,21740,"ALEUTIANS",210,307012,351815,100001,758828
"395","AI",1991,21740,"ALEUTIANS",220,211486,253353,18284,483123
"396","AI",1991,21740,"ALEUTIANS",230,103902,78408,3520,185830
"397","AI",1991,21740,"ALEUTIANS",240,18571,11302,0,29873
"398","AI",1991,21740,"ALEUTIANS",250,24590,94438,0,119028
"399","AI",1991,21740,"ALEUTIANS",260,163698,201268,0,364966
"400","AI",1991,21740,"ALEUTIANS",270,224980,211197,0,436178
"401","AI",1991,21740,"ALEUTIANS",280,468034,692004,0,1160038
"402","AI",1991,21740,"ALEUTIANS",290,1196542,788383,0,1984925
"403","AI",1991,21740,"ALEUTIANS",310,984855,808546,0,1793401
"404","AI",1991,21740,"ALEUTIANS",320,665711,467672,0,1133383
"405","AI",1991,21740,"ALEUTIANS",330,494579,510720,0,1005298
"406","AI",1991,21740,"ALEUTIANS",340,903441,480531,0,1383972
"407","AI",1991,21740,"ALEUTIANS",350,1948007,780908,0,2728915
"408","AI",1991,21740,"ALEUTIANS",360,2168980,1275479,0,3444459
"409","AI",1991,21740,"ALEUTIANS",370,2229874,1637399,0,3867272
"410","AI",1991,21740,"ALEUTIANS",380,2154443,1849027,0,4003469
"411","AI",1991,21740,"ALEUTIANS",390,1821925,1730966,0,3552891
"412","AI",1991,21740,"ALEUTIANS",410,1960723,1357082,0,3317805
"413","AI",1991,21740,"ALEUTIANS",420,1852359,1405461,0,3257820
"414","AI",1991,21740,"ALEUTIANS",430,1741818,1790465,0,3532284
"415","AI",1991,21740,"ALEUTIANS",440,3188990,2407721,0,5596712
"416","AI",1991,21740,"ALEUTIANS",450,5551063,3279340,0,8830403
"417","AI",1991,21740,"ALEUTIANS",460,4527093,3299576,0,7826669
"418","AI",1991,21740,"ALEUTIANS",470,5223518,3658336,0,8881853
"419","AI",1991,21740,"ALEUTIANS",480,4061216,4469344,0,8530560
"420","AI",1991,21740,"ALEUTIANS",490,6930362,3640485,0,10570847
"421","AI",1991,21740,"ALEUTIANS",510,5923535,3045327,0,8968863
"422","AI",1991,21740,"ALEUTIANS",520,4152790,3810065,0,7962856
"423","AI",1991,21740,"ALEUTIANS",530,3114569,4066148,0,7180717
"424","AI",1991,21740,"ALEUTIANS",540,2735481,5099544,0,7835025
"425","AI",1991,21740,"ALEUTIANS",550,1173827,3945893,0,5119720
"426","AI",1991,21740,"ALEUTIANS",560,703390,3636643,0,4340033
"427","AI",1991,21740,"ALEUTIANS",570,466459,2760198,0,3226656
"428","AI",1991,21740,"ALEUTIANS",580,360334,1799807,0,2160141
"429","AI",1991,21740,"ALEUTIANS",590,56666,1521205,0,1577871
"430","AI",1991,21740,"ALEUTIANS",610,61458,869077,0,930535
"431","AI",1991,21740,"ALEUTIANS",620,41996,675106,0,717103
"432","AI",1991,21740,"ALEUTIANS",630,0,453837,0,453837
"433","AI",1991,21740,"ALEUTIANS",640,18093,243705,0,261798
"434","AI",1991,21740,"ALEUTIANS",650,2704,116525,0,119229
"435","AI",1991,21740,"ALEUTIANS",660,0,313911,0,313911
"436","AI",1991,21740,"ALEUTIANS",670,0,68726,0,68726
"437","AI",1991,21740,"ALEUTIANS",680,0,64169,0,64169
"438","AI",1991,21740,"ALEUTIANS",690,9592,100447,0,110038
"439","AI",1991,21740,"ALEUTIANS",720,0,3520,0,3520
"440","AI",1991,21740,"ALEUTIANS",730,0,3520,0,3520
"441","AI",1991,21740,"ALEUTIANS",750,0,3520,0,3520
"442","AI",1991,21740,"ALEUTIANS",760,0,3383,0,3383
"443","AI",1991,21740,"ALEUTIANS",820,0,22377,0,22377
"444","AI",2012,21740,"ALEUTIANS",820,0,10870,0,10870
"445","AI",2012,21740,"ALEUTIANS",800,0,8743,0,8743
"446","AI",2012,21740,"ALEUTIANS",630,1581451,404403,0,1985854
"447","AI",2012,21740,"ALEUTIANS",570,407674,486592,0,894266
"448","AI",2012,21740,"ALEUTIANS",520,403847,441405,0,845252
"449","AI",2012,21740,"ALEUTIANS",670,415056,561894,0,976950
"450","AI",2012,21740,"ALEUTIANS",590,742136,487465,0,1229600
"451","AI",2012,21740,"ALEUTIANS",150,510386,556617,59500,1126503
"452","AI",2012,21740,"ALEUTIANS",340,41309,29076,0,70385
"453","AI",2012,21740,"ALEUTIANS",350,54120,55512,0,109632
"454","AI",2012,21740,"ALEUTIANS",770,0,13616,0,13616
"455","AI",2012,21740,"ALEUTIANS",270,25864,35886,0,61750
"456","AI",2012,21740,"ALEUTIANS",760,0,11325,0,11325
"457","AI",2012,21740,"ALEUTIANS",720,116752,142877,0,259628
"458","AI",2012,21740,"ALEUTIANS",500,477553,339077,0,816630
"459","AI",2012,21740,"ALEUTIANS",390,159736,140781,0,300517
"460","AI",2012,21740,"ALEUTIANS",450,78073,49821,0,127894
"461","AI",2012,21740,"ALEUTIANS",410,68354,37110,0,105464
"462","AI",2012,21740,"ALEUTIANS",440,39502,50312,0,89814
"463","AI",2012,21740,"ALEUTIANS",740,49384,87040,0,136424
"464","AI",2012,21740,"ALEUTIANS",260,2290,3365,0,5654
"465","AI",2012,21740,"ALEUTIANS",530,404044,395696,0,799741
"466","AI",2012,21740,"ALEUTIANS",540,324543,450813,0,775357
"467","AI",2012,21740,"ALEUTIANS",660,693004,651177,0,1344181
"468","AI",2012,21740,"ALEUTIANS",580,586965,213440,0,800405
"469","AI",2012,21740,"ALEUTIANS",420,25150,38856,0,64006
"470","AI",2012,21740,"ALEUTIANS",700,263378,397263,0,660641
"471","AI",2012,21740,"ALEUTIANS",280,41934,22766,0,64700
"472","AI",2012,21740,"ALEUTIANS",790,0,10870,0,10870
"473","AI",2012,21740,"ALEUTIANS",710,59421,350967,0,410388
"474","AI",2012,21740,"ALEUTIANS",300,50676,30025,0,80701
"475","AI",2012,21740,"ALEUTIANS",610,793517,441972,0,1235489
"476","AI",2012,21740,"ALEUTIANS",490,416342,272727,0,689068
"477","AI",2012,21740,"ALEUTIANS",480,242822,184844,0,427667
"478","AI",2012,21740,"ALEUTIANS",170,1625153,1240972,135043,3001168
"479","AI",2012,21740,"ALEUTIANS",650,1210563,504417,0,1714980
"480","AI",2012,21740,"ALEUTIANS",690,387048,490850,0,877898
"481","AI",2012,21740,"ALEUTIANS",510,405739,409269,0,815008
"482","AI",2012,21740,"ALEUTIANS",320,11661,39195,0,50857
"483","AI",2012,21740,"ALEUTIANS",560,266006,474896,4364,745265
"484","AI",2012,21740,"ALEUTIANS",160,1472369,882913,138355,2493637
"485","AI",2012,21740,"ALEUTIANS",550,373844,436835,0,810678
"486","AI",2012,21740,"ALEUTIANS",180,949996,736000,184263,1870258
"487","AI",2012,21740,"ALEUTIANS",730,9206,123631,0,132837
"488","AI",2004,21740,"ALEUTIANS",200,97069,75559,0,172628
"489","AI",2004,21740,"ALEUTIANS",300,15329,26568,0,41897
"490","AI",2004,21740,"ALEUTIANS",400,175712,186512,0,362225
"491","AI",2004,21740,"ALEUTIANS",500,1633819,1423488,0,3057306
"492","AI",2004,21740,"ALEUTIANS",600,4074994,1916766,0,5991760
"493","AI",2004,21740,"ALEUTIANS",700,9693,295058,0,304751
"494","AI",2004,21740,"ALEUTIANS",120,0,29708,0,29708
"495","AI",2004,21740,"ALEUTIANS",130,38522,50890,0,89412
"496","AI",2004,21740,"ALEUTIANS",140,143434,112547,18422,274403
"497","AI",2004,21740,"ALEUTIANS",150,389534,264042,0,653576
"498","AI",2004,21740,"ALEUTIANS",160,643571,637633,2021,1283225
"499","AI",2004,21740,"ALEUTIANS",170,461654,781288,7593,1250534
"500","AI",2004,21740,"ALEUTIANS",180,367747,322476,2021,692244
"501","AI",2004,21740,"ALEUTIANS",190,318973,277851,10128,606952
"502","AI",2004,21740,"ALEUTIANS",210,24353,33796,0,58149
"503","AI",2004,21740,"ALEUTIANS",220,5786,0,0,5786
"504","AI",2004,21740,"ALEUTIANS",260,0,17742,0,17742
"505","AI",2004,21740,"ALEUTIANS",270,19471,0,0,19471
"506","AI",2004,21740,"ALEUTIANS",280,0,4412,0,4412
"507","AI",2004,21740,"ALEUTIANS",290,53471,19182,0,72653
"508","AI",2004,21740,"ALEUTIANS",310,63699,55332,0,119031
"509","AI",2004,21740,"ALEUTIANS",320,49053,14771,0,63824
"510","AI",2004,21740,"ALEUTIANS",330,21401,29542,0,50943
"511","AI",2004,21740,"ALEUTIANS",340,35595,19471,0,55066
"512","AI",2004,21740,"ALEUTIANS",350,48705,43124,0,91829
"513","AI",2004,21740,"ALEUTIANS",360,83258,61765,0,145023
"514","AI",2004,21740,"ALEUTIANS",370,157474,91195,0,248669
"515","AI",2004,21740,"ALEUTIANS",380,255042,175212,0,430254
"516","AI",2004,21740,"ALEUTIANS",390,179018,154802,0,333820
"517","AI",2004,21740,"ALEUTIANS",410,388563,225671,0,614234
"518","AI",2004,21740,"ALEUTIANS",420,228160,211868,0,440028
"519","AI",2004,21740,"ALEUTIANS",430,241598,211413,0,453010
"520","AI",2004,21740,"ALEUTIANS",440,373561,258936,0,632496
"521","AI",2004,21740,"ALEUTIANS",450,428021,395311,0,823332
"522","AI",2004,21740,"ALEUTIANS",460,908551,478878,0,1387430
"523","AI",2004,21740,"ALEUTIANS",470,936239,1012533,0,1948772
"524","AI",2004,21740,"ALEUTIANS",480,856087,768606,0,1624694
"525","AI",2004,21740,"ALEUTIANS",490,1018750,1339807,0,2358556
"526","AI",2004,21740,"ALEUTIANS",510,1982878,1248771,0,3231649
"527","AI",2004,21740,"ALEUTIANS",520,1491028,1123132,0,2614161
"528","AI",2004,21740,"ALEUTIANS",530,1812537,1351365,0,3163903
"529","AI",2004,21740,"ALEUTIANS",540,1274348,1588912,0,2863260
"530","AI",2004,21740,"ALEUTIANS",550,2405960,1082848,0,3488808
"531","AI",2004,21740,"ALEUTIANS",560,3463278,1640647,0,5103924
"532","AI",2004,21740,"ALEUTIANS",570,3792789,1357994,0,5150782
"533","AI",2004,21740,"ALEUTIANS",580,3147934,1805779,0,4953713
"534","AI",2004,21740,"ALEUTIANS",590,3906567,2662461,0,6569029
"535","AI",2004,21740,"ALEUTIANS",610,2526145,2061554,0,4587699
"536","AI",2004,21740,"ALEUTIANS",620,2390764,4024152,0,6414916
"537","AI",2004,21740,"ALEUTIANS",630,1844790,2177090,0,4021880
"538","AI",2004,21740,"ALEUTIANS",640,379870,2832479,0,3212350
"539","AI",2004,21740,"ALEUTIANS",650,352572,1988033,0,2340606
"540","AI",2004,21740,"ALEUTIANS",660,320522,2112454,0,2432976
"541","AI",2004,21740,"ALEUTIANS",670,20581,1379854,0,1400435
"542","AI",2004,21740,"ALEUTIANS",680,12300,431348,0,443648
"543","AI",2004,21740,"ALEUTIANS",690,21869,365953,0,387822
"544","AI",2004,21740,"ALEUTIANS",710,0,344734,0,344734
"545","AI",2004,21740,"ALEUTIANS",720,2557,32178,0,34734
"546","AI",2004,21740,"ALEUTIANS",730,0,25856,0,25856
"547","AI",2004,21740,"ALEUTIANS",740,0,17987,0,17987
"548","AI",2004,21740,"ALEUTIANS",750,0,18092,0,18092
"549","AI",2004,21740,"ALEUTIANS",760,0,15047,0,15047
"550","AI",2004,21740,"ALEUTIANS",770,0,29765,0,29765
"551","AI",2004,21740,"ALEUTIANS",780,1424,6899,0,8322
"552","AI",2004,21740,"ALEUTIANS",790,0,20461,0,20461
"553","AI",2004,21740,"ALEUTIANS",830,0,2597,0,2597
"554","AI",2004,21740,"ALEUTIANS",860,0,2597,0,2597
"555","AI",2016,21740,"ALEUTIANS",440,1198000,2322994,0,3520994
"556","AI",2016,21740,"ALEUTIANS",420,2460546,1703095,0,4163641
"557","AI",2016,21740,"ALEUTIANS",190,3948346,1248095,14482,5210923
"558","AI",2016,21740,"ALEUTIANS",290,379294,262754,0,642049
"559","AI",2016,21740,"ALEUTIANS",640,488893,628664,0,1117556
"560","AI",2016,21740,"ALEUTIANS",680,66521,332683,0,399203
"561","AI",2016,21740,"ALEUTIANS",360,152275,141632,0,293906
"562","AI",2016,21740,"ALEUTIANS",400,1539840,718409,3326,2261574
"563","AI",2016,21740,"ALEUTIANS",730,0,88865,0,88865
"564","AI",2016,21740,"ALEUTIANS",410,1382198,1069857,0,2452055
"565","AI",2016,21740,"ALEUTIANS",630,375252,657557,0,1032809
"566","AI",2016,21740,"ALEUTIANS",510,1102892,3323916,0,4426808
"567","AI",2016,21740,"ALEUTIANS",550,939667,2045564,0,2985230
"568","AI",2016,21740,"ALEUTIANS",430,885541,1655899,0,2541441
"569","AI",2016,21740,"ALEUTIANS",470,1333380,1506038,0,2839418
"570","AI",2016,21740,"ALEUTIANS",580,500692,1373987,0,1874680
"571","AI",2016,21740,"ALEUTIANS",340,148126,596062,0,744188
"572","AI",2016,21740,"ALEUTIANS",650,868343,652248,0,1520591
"573","AI",2016,21740,"ALEUTIANS",710,11168,32349,0,43517
"574","AI",2016,21740,"ALEUTIANS",690,211869,418612,0,630482
"575","AI",2016,21740,"ALEUTIANS",530,1169955,3379095,0,4549050
"576","AI",2016,21740,"ALEUTIANS",270,100039,23317,0,123357
"577","AI",2016,21740,"ALEUTIANS",170,5089121,3526839,0,8615960
"578","AI",2016,21740,"ALEUTIANS",540,809268,2210255,0,3019523
"579","AI",2016,21740,"ALEUTIANS",180,5037138,3365025,3211,8405374
"580","AI",2016,21740,"ALEUTIANS",660,299883,749278,0,1049160
"581","AI",2016,21740,"ALEUTIANS",450,799214,1124823,0,1924037
"582","AI",2016,21740,"ALEUTIANS",380,298172,327992,0,626164
"583","AI",2016,21740,"ALEUTIANS",200,596996,1351126,0,1948122
"584","AI",2016,21740,"ALEUTIANS",740,0,37098,0,37098
"585","AI",2016,21740,"ALEUTIANS",330,482740,724281,0,1207020
"586","AI",2016,21740,"ALEUTIANS",250,12929,7013,0,19942
"587","AI",2016,21740,"ALEUTIANS",590,647237,953982,0,1601219
"588","AI",2016,21740,"ALEUTIANS",460,964717,1221155,0,2185872
"589","AI",2016,21740,"ALEUTIANS",520,984381,2537320,0,3521701
"590","AI",2016,21740,"ALEUTIANS",490,1368564,2525130,0,3893693
"591","AI",2016,21740,"ALEUTIANS",620,944613,639180,0,1583793
"592","AI",2016,21740,"ALEUTIANS",390,322664,508784,0,831448
"593","AI",2016,21740,"ALEUTIANS",260,43455,20737,0,64191
"594","AI",2016,21740,"ALEUTIANS",310,612858,512048,0,1124906
"595","AI",2016,21740,"ALEUTIANS",610,563686,697943,0,1261629
"596","AI",2016,21740,"ALEUTIANS",370,222768,214379,0,437147
"597","AI",2016,21740,"ALEUTIANS",760,0,31770,0,31770
"598","AI",2016,21740,"ALEUTIANS",350,113519,122630,0,236148
"599","AI",2002,21740,"ALEUTIANS",200,59791,93777,0,153568
"600","AI",2002,21740,"ALEUTIANS",300,44134,121950,0,166084
"601","AI",2002,21740,"ALEUTIANS",400,450414,377971,0,828385
"602","AI",2002,21740,"ALEUTIANS",500,1134029,375814,0,1509843
"603","AI",2002,21740,"ALEUTIANS",600,3784855,6238991,0,10023846
"604","AI",2002,21740,"ALEUTIANS",700,16492,666283,0,682775
"605","AI",2002,21740,"ALEUTIANS",800,0,5376,0,5376
"606","AI",2002,21740,"ALEUTIANS",120,6255,0,0,6255
"607","AI",2002,21740,"ALEUTIANS",130,0,0,10518,10518
"608","AI",2002,21740,"ALEUTIANS",140,56328,62602,6437,125367
"609","AI",2002,21740,"ALEUTIANS",150,160150,124321,0,284471
"610","AI",2002,21740,"ALEUTIANS",160,318291,454874,6945,780111
"611","AI",2002,21740,"ALEUTIANS",170,355901,385543,12638,754083
"612","AI",2002,21740,"ALEUTIANS",180,151287,215858,2146,369290
"613","AI",2002,21740,"ALEUTIANS",190,116734,87131,0,203866
"614","AI",2002,21740,"ALEUTIANS",210,14763,8085,0,22848
"615","AI",2002,21740,"ALEUTIANS",230,9342,12531,0,21874
"616","AI",2002,21740,"ALEUTIANS",250,40009,0,0,40009
"617","AI",2002,21740,"ALEUTIANS",260,18417,25096,0,43513
"618","AI",2002,21740,"ALEUTIANS",270,46394,49242,0,95636
"619","AI",2002,21740,"ALEUTIANS",280,97346,136973,0,234319
"620","AI",2002,21740,"ALEUTIANS",290,82682,59014,0,141696
"621","AI",2002,21740,"ALEUTIANS",310,83153,128687,0,211841
"622","AI",2002,21740,"ALEUTIANS",320,107920,212541,0,320462
"623","AI",2002,21740,"ALEUTIANS",330,358135,163593,0,521728
"624","AI",2002,21740,"ALEUTIANS",340,313426,270290,0,583716
"625","AI",2002,21740,"ALEUTIANS",350,272854,225345,0,498199
"626","AI",2002,21740,"ALEUTIANS",360,276338,120388,0,396726
"627","AI",2002,21740,"ALEUTIANS",370,219782,240490,0,460271
"628","AI",2002,21740,"ALEUTIANS",380,371381,365805,0,737187
"629","AI",2002,21740,"ALEUTIANS",390,290316,329480,0,619796
"630","AI",2002,21740,"ALEUTIANS",410,441233,369390,0,810623
"631","AI",2002,21740,"ALEUTIANS",420,463229,491040,0,954269
"632","AI",2002,21740,"ALEUTIANS",430,604505,481358,0,1085863
"633","AI",2002,21740,"ALEUTIANS",440,623393,508069,0,1131462
"634","AI",2002,21740,"ALEUTIANS",450,462985,637911,0,1100895
"635","AI",2002,21740,"ALEUTIANS",460,667386,456910,0,1124296
"636","AI",2002,21740,"ALEUTIANS",470,466317,648951,0,1115268
"637","AI",2002,21740,"ALEUTIANS",480,639591,469765,0,1109356
"638","AI",2002,21740,"ALEUTIANS",490,886569,467236,0,1353805
"639","AI",2002,21740,"ALEUTIANS",510,1159748,553201,0,1712950
"640","AI",2002,21740,"ALEUTIANS",520,1716124,1033625,0,2749749
"641","AI",2002,21740,"ALEUTIANS",530,1946669,1769199,0,3715868
"642","AI",2002,21740,"ALEUTIANS",540,3230839,1782558,0,5013397
"643","AI",2002,21740,"ALEUTIANS",550,3438060,3204286,0,6642346
"644","AI",2002,21740,"ALEUTIANS",560,4730815,2297239,0,7028054
"645","AI",2002,21740,"ALEUTIANS",570,5293666,2429208,0,7722874
"646","AI",2002,21740,"ALEUTIANS",580,5348948,4125311,0,9474259
"647","AI",2002,21740,"ALEUTIANS",590,5387295,4967788,0,10355083
"648","AI",2002,21740,"ALEUTIANS",610,2386477,4587846,0,6974324
"649","AI",2002,21740,"ALEUTIANS",620,1793127,5369209,0,7162337
"650","AI",2002,21740,"ALEUTIANS",630,940781,5382105,0,6322886
"651","AI",2002,21740,"ALEUTIANS",640,776570,4621874,0,5398444
"652","AI",2002,21740,"ALEUTIANS",650,241019,3297355,0,3538375
"653","AI",2002,21740,"ALEUTIANS",660,186678,3799631,0,3986309
"654","AI",2002,21740,"ALEUTIANS",670,320639,1435089,0,1755728
"655","AI",2002,21740,"ALEUTIANS",680,203608,1243328,0,1446936
"656","AI",2002,21740,"ALEUTIANS",690,0,1142940,0,1142940
"657","AI",2002,21740,"ALEUTIANS",710,0,195259,0,195259
"658","AI",2002,21740,"ALEUTIANS",720,0,76261,0,76261
"659","AI",2002,21740,"ALEUTIANS",730,0,371324,0,371324
"660","AI",2002,21740,"ALEUTIANS",740,0,42518,0,42518
"661","AI",2002,21740,"ALEUTIANS",750,0,50815,0,50815
"662","AI",2002,21740,"ALEUTIANS",760,0,5376,0,5376
"663","AI",2002,21740,"ALEUTIANS",770,0,62059,0,62059
"664","AI",2002,21740,"ALEUTIANS",780,0,9507,0,9507
"665","AI",2002,21740,"ALEUTIANS",790,0,10752,0,10752
"666","AI",2002,21740,"ALEUTIANS",810,0,14883,0,14883
"667","AI",2002,21740,"ALEUTIANS",820,0,6531,0,6531
"668","AI",2002,21740,"ALEUTIANS",830,0,5376,0,5376
"669","AI",2006,21740,"ALEUTIANS",140,5736,0,48379,54115
"670","AI",2006,21740,"ALEUTIANS",490,1094912,502520,0,1597432
"671","AI",2006,21740,"ALEUTIANS",290,26064,11634,0,37698
"672","AI",2006,21740,"ALEUTIANS",170,61409,154646,0,216055
"673","AI",2006,21740,"ALEUTIANS",740,0,41975,0,41975
"674","AI",2014,21740,"ALEUTIANS",420,429455,267435,0,696890
"675","AI",2014,21740,"ALEUTIANS",610,1338075,1947441,0,3285516
"676","AI",2014,21740,"ALEUTIANS",480,577855,764901,0,1342757
"677","AI",2014,21740,"ALEUTIANS",490,948429,828878,0,1777307
"678","AI",2014,21740,"ALEUTIANS",300,333549,466920,0,800469
"679","AI",2014,21740,"ALEUTIANS",290,136328,87218,0,223545
"680","AI",2014,21740,"ALEUTIANS",600,1417266,1855775,0,3273041
